ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
46769,42902,Manjula Poojari,27.0,8.0,1.0,6.0,2
46770,42903,Lokesh Patil,57.0,5.0,2.0,17.0,1
46771,42903,Kavitha Shetty,35.0,21.0,,48.0,2
46772,42904,Geetha Gowda,47.0,4.0,2.0,60.0,2
46773,42904,Lokesh Angadi,43.0,23.0,,,1
46774,42905,Savitha Pai,29.0,6.0,1.0,,2
46775,42906,Chetan Bhat,38.0,,1.0,,1
46776,42906,Rekha Desai,35.0,12.0,1.0,46.0,2
46777,42906,Mohammed Angadi,40.0,14.0,1.0,,1
46778,42907,Raghavendra Kulkarni,40.0,23.0,1.0,,1
46779,42908,Santosh Khan,48.0,6.0,1.0,,1
46780,42909,Wilson Banakar,29.0,18.0,1.0,27.0,1
46781,42910,Irfan Achari,49.0,1.0,,,1
46782,42911,Nagaraj Sheikh,49.0,8.0,1.0,,1
46783,42912,Shivakumar Murthy,41.0,,1.0,11.0,1
46784,42913,Kavitha Hegde,63.0,5.0,1.0,,2
46785,42914,Vijay Hegde,28.0,,1.0,33.0,1
46786,42915,Bhagya Khan,29.0,10.0,,19.0,2
46787,42916,Harish Gowda,52.0,20.0,,,1
46788,42917,Fathima Poojari,36.0,10.0,1.0,4.0,2
46789,42918,Irfan Biradar,32.0,6.0,1.0,,1
46790,42919,Wilson Swamy,41.0,8.0,,11.0,1
46791,42920,Mohammed Murthy,47.0,18.0,,49.0,1
46792,42921,Santosh Murthy,23.0,13.0,1.0,42.0,1
46793,42922,Anthony Kulkarni,30.0,2.0,,19.0,1
46794,42923,Ayesha Nayaka,30.0,12.0,1.0,,2
46795,42924,Suresh Khan,,20.0,3.0,,1
46796,42925,Rekha Angadi,44.0,20.0,,51.0,2
46797,42926,Bhagya Swamy,,25.0,1.0,19.0,2
46798,42927,Bhagya Fernandes,41.0,17.0,,40.0,2
46799,42928,Umesh Shetty,,18.0,1.0,31.0,1
46800,42929,Rekha Angadi,25.0,3.0,2.0,,2
46801,42930,Suma Banakar,47.0,3.0,1.0,13.0,2
46802,42931,Joseph Murthy,28.0,25.0,1.0,44.0,1
46803,42932,Shobha Angadi,45.0,3.0,2.0,49.0,2
46804,42933,Shivakumar Khan,41.0,18.0,1.0,,1
46805,42934,Imran Shetty,30.0,9.0,1.0,22.0,1
46806,42935,Umesh Swamy,33.0,19.0,,,1
46807,42936,Nagamma Sheikh,19.0,5.0,1.0,,2
46808,42937,Geetha Banakar,,4.0,1.0,54.0,2
46809,42938,Suma Murthy,42.0,10.0,,,2
46810,42939,Selvi Gowda,48.0,8.0,1.0,45.0,2
46811,42940,Srinivas D'Souza,,5.0,1.0,,1
46812,42941,Lakshmi Kulkarni,34.0,18.0,,1.0,2
46813,42942,Venkatesh Desai,24.0,4.0,1.0,,1
46814,42943,Radha Gowda,,9.0,1.0,41.0,2
46815,42943,Santosh Murthy,45.0,5.0,1.0,43.0,1
46816,42943,Nagamma Sheikh,41.0,21.0,1.0,,2
46817,42944,Manjula Fernandes,31.0,7.0,2.0,,2
46818,42945,Radha Poojari,37.0,25.0,1.0,3.0,2
46819,42946,Lakshmi D'Souza,24.0,18.0,1.0,10.0,2
46820,42947,Shivakumar Swamy,43.0,,,17.0,1
46821,42948,Joseph Kulkarni,33.0,24.0,1.0,26.0,1
46822,42949,Anthony Naik,30.0,15.0,1.0,,1
46823,42950,Srinivas Patil,48.0,2.0,1.0,22.0,1
46824,42951,Radha Naik,,23.0,1.0,,2
46825,42952,Raghavendra Reddy,46.0,4.0,3.0,31.0,1
46826,42953,Mahesh Naik,70.0,16.0,2.0,,1
46827,42954,Joseph Kumar,69.0,5.0,1.0,50.0,1
46828,42955,Nagamma Hegde,35.0,8.0,1.0,2.0,2
46829,42956,Divya Gowda,40.0,25.0,6.0,,2
46830,42957,Srinivas Rao,37.0,,1.0,9.0,1
46831,42958,Suma Biradar,45.0,15.0,1.0,25.0,2
46832,42958,Harish Angadi,38.0,13.0,,,1
46833,42958,Syed Hegde,53.0,,2.0,48.0,1
46834,42959,Bhagya Fernandes,53.0,13.0,1.0,41.0,2
46835,42960,Joseph Reddy,45.0,7.0,,45.0,1
46836,42961,Bhagya Achari,52.0,20.0,1.0,42.0,2
46837,42961,Santosh Patil,38.0,6.0,2.0,,1
46838,42962,Prakash Banakar,41.0,5.0,1.0,,1
46839,42963,Naveen Murthy,46.0,14.0,1.0,41.0,1
46840,42964,Raghavendra Shetty,37.0,8.0,1.0,8.0,1
46841,42965,Imran Gowda,62.0,7.0,1.0,25.0,1
46842,42966,Nagamma Murthy,43.0,9.0,1.0,53.0,2
46843,42967,Abdul Poojari,28.0,25.0,1.0,39.0,1
46844,42968,Asha D'Souza,38.0,20.0,1.0,22.0,2
46845,42969,Vijay D'Souza,41.0,24.0,1.0,15.0,1
46846,42970,Hanumantha Desai,32.0,5.0,1.0,56.0,1
46847,42971,Imran Murthy,,8.0,1.0,,1
46848,42972,Shivakumar Reddy,24.0,19.0,1.0,,1
46849,42973,Anil Kulkarni,18.0,6.0,1.0,3.0,1
46850,42974,Joseph Rao,48.0,21.0,2.0,,1
46851,42975,Kiran Rao,25.0,13.0,1.0,,1
46852,42976,Prakash Swamy,34.0,25.0,1.0,19.0,1
46853,42976,Basavaraj Rao,54.0,,1.0,,1
46854,42977,Suma Angadi,38.0,24.0,1.0,51.0,2
46855,42978,Asha Reddy,,16.0,,36.0,2
46856,42979,Raghavendra Gowda,46.0,12.0,1.0,,1
46857,42980,Kiran Pai,42.0,,,18.0,1
46858,42981,Sunitha Kumar,45.0,4.0,3.0,,2
46859,42982,Chetan D'Souza,36.0,16.0,1.0,43.0,1
46860,42983,Ramesh Fernandes,46.0,13.0,7.0,5.0,1
46861,42983,Mary Rao,65.0,23.0,1.0,25.0,2
46862,42984,Lakshmi Hegde,36.0,14.0,1.0,42.0,2
46863,42985,Deepa Angadi,,6.0,1.0,13.0,2
46864,42986,Imran Khan,38.0,8.0,,19.0,1
46865,42987,Mary D'Souza,50.0,24.0,1.0,55.0,2
46866,42988,Hanumantha D'Souza,38.0,16.0,1.0,23.0,1
46867,42989,Pushpa Shetty,52.0,16.0,1.0,16.0,2
46868,42990,Mary Nayaka,59.0,,1.0,15.0,2
46869,42991,Irfan Bhat,45.0,20.0,1.0,,1
46870,42992,Raghavendra Rao,35.0,,1.0,23.0,1
46871,42992,Anitha Kumar,35.0,9.0,1.0,,2
46872,42993,Asha Swamy,18.0,4.0,1.0,59.0,2
46873,42994,Shobha Gowda,32.0,,1.0,46.0,2
46874,42995,Raghavendra Sheikh,,12.0,,32.0,1
46875,42996,Ayesha Murthy,24.0,21.0,2.0,,2
46876,42997,Vijay Kulkarni,40.0,1.0,1.0,26.0,1
46877,42998,Irfan Poojari,40.0,16.0,2.0,,1
46878,42999,Harish Desai,44.0,1.0,1.0,3.0,1
46879,43000,Anitha Reddy,18.0,19.0,,,2
46880,43001,Nagamma Reddy,48.0,8.0,,,2
46881,43002,Shobha Biradar,45.0,15.0,1.0,45.0,2
46882,43003,Wilson Pai,61.0,,1.0,,1
46883,43003,Raghavendra Nayaka,44.0,12.0,1.0,30.0,1
46884,43004,Rekha Shetty,61.0,7.0,,,2
46885,43005,Prakash D'Souza,31.0,8.0,2.0,30.0,1
46886,43006,Santosh Kulkarni,47.0,21.0,2.0,44.0,1
46887,43007,Asha Nayaka,,,1.0,53.0,2
46888,43008,Lokesh Nayaka,54.0,6.0,1.0,34.0,1
46889,43009,Anthony Pai,36.0,14.0,1.0,,1
46890,43010,Praveen Poojari,27.0,15.0,1.0,13.0,1
46891,43011,Vijay Reddy,38.0,9.0,,,1
46892,43012,Nagaraj Kulkarni,37.0,,1.0,7.0,1
46893,43013,Girish Swamy,,8.0,1.0,16.0,1
46894,43014,Harish Hegde,,14.0,1.0,52.0,1
46895,43015,Srinivas Swamy,18.0,25.0,1.0,32.0,1
46896,43016,Prakash Banakar,35.0,11.0,3.0,,1
46897,43017,Naveen Biradar,24.0,11.0,2.0,,1
46898,43018,Mary Shetty,44.0,14.0,1.0,,2
46899,43019,Lokesh Kumar,42.0,2.0,3.0,,1
46900,43020,Ramesh Biradar,20.0,16.0,1.0,,1
46901,43021,Geetha Gowda,42.0,9.0,1.0,1.0,2
46902,43022,Dinesh Poojari,34.0,,1.0,49.0,1
46903,43022,Wilson Khan,36.0,18.0,1.0,,1
46904,43023,Mahesh Gowda,27.0,25.0,1.0,14.0,1
46905,43024,Abdul Gowda,29.0,15.0,1.0,59.0,1
46906,43024,Chetan D'Souza,32.0,8.0,1.0,57.0,1
46907,43025,Nagamma Fernandes,27.0,11.0,1.0,18.0,2
46908,43026,Pushpa Naik,30.0,,1.0,2.0,2
46909,43027,Mahesh Bhat,57.0,22.0,1.0,,1
46910,43028,Praveen Patil,54.0,4.0,1.0,,1
46911,43029,Praveen Bhat,56.0,22.0,1.0,,1
46912,43030,Shivakumar Shetty,,21.0,,,1
46913,43031,Fathima Poojari,48.0,5.0,1.0,15.0,2
46914,43032,Rekha Murthy,50.0,14.0,1.0,45.0,2
46915,43033,Raghavendra Banakar,47.0,11.0,,24.0,1
46916,43034,Rekha Patil,42.0,19.0,,,2
46917,43035,Praveen Desai,19.0,13.0,1.0,12.0,1
46918,43036,Chetan Banakar,32.0,5.0,1.0,30.0,1
46919,43037,Radha Rao,,19.0,1.0,55.0,2
46920,43038,Mohammed Achari,18.0,16.0,1.0,36.0,1
46921,43039,Savitha Murthy,33.0,15.0,1.0,28.0,2
46922,43040,Wilson Desai,33.0,24.0,1.0,,1
46923,43041,Joseph Rao,18.0,22.0,1.0,,1
46924,43042,Mahesh Achari,35.0,4.0,2.0,36.0,1
46925,43043,Imran Sheikh,,10.0,1.0,51.0,1
46926,43044,Anil Achari,43.0,,1.0,58.0,1
46927,43045,Srinivas Bhat,38.0,12.0,1.0,34.0,1
46928,43046,Pushpa Murthy,24.0,19.0,2.0,21.0,2
46929,43047,Harish Kumar,21.0,5.0,,,1
46930,43048,Deepa Bhat,41.0,23.0,1.0,15.0,2
46931,43049,Kiran Angadi,25.0,24.0,1.0,39.0,1
46932,43050,Mohammed Kulkarni,43.0,,1.0,1.0,1
46933,43051,Suresh Nayaka,30.0,7.0,2.0,,1
46934,43052,Imran Gowda,39.0,6.0,1.0,,1
46935,43053,Raghavendra Kulkarni,31.0,,1.0,9.0,1
46936,43054,Irfan Pai,19.0,7.0,1.0,,1
46937,43055,Vijay Patil,35.0,,1.0,9.0,1
46938,43056,Chetan D'Souza,21.0,20.0,2.0,4.0,1
46939,43057,Praveen Swamy,,1.0,1.0,,1
46940,43058,Prakash Reddy,46.0,3.0,1.0,20.0,1
46941,43058,Syed Shetty,28.0,25.0,,,1
46942,43059,Mary D'Souza,30.0,19.0,,20.0,2
46943,43060,Dinesh Poojari,46.0,21.0,1.0,27.0,1
46944,43061,Chetan Shetty,61.0,10.0,,18.0,1
46945,43062,Nagamma Reddy,,6.0,,55.0,2
46946,43063,Deepa Nayaka,47.0,8.0,2.0,15.0,2
46947,43064,Umesh Rao,42.0,15.0,1.0,5.0,1
46948,43065,Mohammed Murthy,,10.0,1.0,,1
46949,43066,Anthony Patil,41.0,14.0,,14.0,1
46950,43067,Suresh Khan,37.0,20.0,,9.0,1
46951,43068,Suma Fernandes,46.0,15.0,1.0,34.0,2
46952,43069,Hanumantha Shetty,40.0,,1.0,41.0,1
46953,43070,Naveen Desai,47.0,11.0,1.0,44.0,1
46954,43071,Nagamma Pai,42.0,6.0,,,2
46955,43072,Joseph Sheikh,35.0,7.0,,39.0,1
46956,43073,Anitha Banakar,37.0,9.0,,,2
46957,43074,Savitha Bhat,50.0,12.0,1.0,,2
46958,43075,Syed Poojari,25.0,22.0,1.0,39.0,1
46959,43076,Nagamma Patil,47.0,,1.0,58.0,2
46960,43077,Abdul D'Souza,30.0,,1.0,8.0,1
46961,43078,Nagaraj Biradar,39.0,7.0,1.0,,1
46962,43078,Dinesh D'Souza,32.0,4.0,1.0,12.0,1
46963,43079,Nagaraj Swamy,48.0,13.0,1.0,,1
46964,43080,Fathima Kumar,34.0,5.0,1.0,49.0,2
46965,43081,Ramesh Naik,42.0,8.0,1.0,,1
46966,43082,Wilson Pai,29.0,15.0,1.0,6.0,1
46967,43082,Divya Reddy,46.0,2.0,,51.0,2
46968,43083,Lokesh Swamy,46.0,8.0,,33.0,1
46969,43084,Lakshmi Khan,18.0,23.0,1.0,24.0,2
46970,43085,Rekha Pai,74.0,10.0,1.0,52.0,2
46971,43086,Divya D'Souza,,15.0,1.0,,2
46972,43087,Sunitha Swamy,34.0,18.0,1.0,21.0,2
46973,43088,Hanumantha Swamy,36.0,8.0,1.0,48.0,1
46974,43089,Prakash Kulkarni,,13.0,1.0,,1
46975,43090,Venkatesh Swamy,29.0,15.0,2.0,4.0,1
46976,43091,Umesh Gowda,49.0,,1.0,16.0,1
46977,43092,Kiran Rao,55.0,6.0,1.0,42.0,1
46978,43093,Santosh Sheikh,42.0,8.0,1.0,52.0,1
46979,43094,Anthony Swamy,45.0,6.0,1.0,,1
46980,43095,Girish Rao,,4.0,1.0,54.0,1
46981,43096,Ayesha Gowda,54.0,20.0,,43.0,2
46982,43097,Imran Bhat,,3.0,1.0,58.0,1
46983,43098,Joseph Swamy,,,1.0,10.0,1
46984,43099,Asha Swamy,46.0,11.0,,,2
46985,43100,Santosh Fernandes,35.0,,2.0,,1
46986,43101,Imran Rao,29.0,22.0,1.0,57.0,1
46987,43102,Divya Rao,,3.0,,,2
46988,43103,Lokesh Angadi,32.0,4.0,1.0,,1
46989,43104,Fathima Achari,38.0,13.0,1.0,20.0,2
46990,43105,Ayesha Desai,36.0,4.0,2.0,12.0,2
46991,43106,Asha Biradar,52.0,14.0,1.0,,2
46992,43107,Pushpa Kulkarni,46.0,22.0,1.0,,2
46993,43108,Anthony Fernandes,50.0,8.0,,,1
46994,43109,Chetan Achari,45.0,5.0,1.0,,1
46995,43110,Raghavendra Pai,40.0,6.0,1.0,40.0,1
46996,43111,Kiran Naik,64.0,,2.0,44.0,1
46997,43112,Pallavi Shetty,,,1.0,,2
46998,43113,Naveen Shetty,45.0,7.0,1.0,,1
46999,43114,Raghavendra Patil,39.0,,1.0,55.0,1
47000,43115,Ayesha Patil,32.0,17.0,2.0,,2
47001,43116,Suma Reddy,41.0,5.0,,43.0,2
47002,43117,Girish Poojari,31.0,6.0,2.0,35.0,1
47003,43118,Anthony Khan,41.0,16.0,2.0,20.0,1
47004,43119,Fathima Murthy,44.0,4.0,1.0,54.0,2
47005,43120,Syed Desai,46.0,21.0,1.0,,1
47006,43120,Selvi Reddy,56.0,,1.0,,2
47007,43121,Dinesh Reddy,49.0,16.0,1.0,33.0,1
47008,43122,Kavitha Rao,40.0,6.0,1.0,,2
47009,43123,Geetha Khan,35.0,,1.0,,2
47010,43124,Abdul Pai,43.0,21.0,1.0,28.0,1
47011,43125,Prakash Achari,27.0,9.0,2.0,39.0,1
47012,43126,Venkatesh Biradar,36.0,,2.0,,1
47013,43127,Manjula Pai,49.0,,,17.0,2
47014,43128,Anitha Desai,34.0,19.0,,6.0,2
47015,43129,Selvi Achari,26.0,21.0,1.0,,2
47016,43130,Imran Fernandes,23.0,22.0,2.0,14.0,1
47017,43131,Mahesh D'Souza,29.0,25.0,1.0,,1
47018,43131,Lakshmi Rao,20.0,,1.0,,2
47019,43132,Venkatesh Fernandes,43.0,8.0,1.0,27.0,1
47020,43133,Rekha Poojari,30.0,13.0,1.0,,2
47021,43134,Syed Kulkarni,34.0,,1.0,53.0,1
47022,43135,Geetha Khan,36.0,4.0,1.0,39.0,2
47023,43136,Girish Sheikh,43.0,22.0,1.0,32.0,1
47024,43136,Imran Reddy,28.0,23.0,,42.0,1
47025,43137,Selvi Swamy,38.0,6.0,2.0,,2
47026,43138,Shivakumar Fernandes,39.0,21.0,1.0,47.0,1
47027,43139,Lakshmi Gowda,51.0,24.0,1.0,60.0,2
47028,43140,Shivakumar Nayaka,31.0,25.0,1.0,19.0,1
47029,43140,Joseph Pai,51.0,19.0,1.0,,1
47030,43141,Santosh Bhat,50.0,17.0,,41.0,1
47031,43142,Radha Swamy,45.0,19.0,1.0,57.0,2
47032,43143,Basavaraj Reddy,43.0,8.0,1.0,5.0,1
47033,43144,Kiran Pai,55.0,12.0,1.0,58.0,1
47034,43145,Imran Fernandes,36.0,24.0,2.0,,1
47035,43146,Bhagya Rao,44.0,9.0,5.0,,2
47036,43147,Nagamma D'Souza,46.0,,1.0,,2
47037,43148,Santosh Bhat,,1.0,3.0,,1
47038,43149,Divya Gowda,25.0,17.0,1.0,11.0,2
47039,43150,Kiran D'Souza,,,1.0,,1
47040,43150,Nagaraj Kulkarni,32.0,22.0,1.0,,1
47041,43151,Umesh Pai,33.0,22.0,2.0,,1
47042,43152,Mohammed Patil,30.0,24.0,,12.0,1
47043,43153,Praveen Naik,35.0,,,30.0,1
47044,43154,Abdul Bhat,36.0,5.0,,56.0,1
47045,43155,Anil Reddy,34.0,4.0,1.0,24.0,1
47046,43156,Pallavi Biradar,41.0,24.0,1.0,,2
47047,43157,Santosh Achari,42.0,17.0,1.0,18.0,1
47048,43158,Naveen Desai,43.0,25.0,,28.0,1
47049,43159,Mohammed Nayaka,23.0,25.0,2.0,6.0,1
47050,43160,Naveen Khan,21.0,3.0,1.0,37.0,1
47051,43161,Mary Kumar,18.0,,1.0,,2
47052,43162,Radha Bhat,30.0,,1.0,20.0,2
47053,43163,Lokesh Gowda,43.0,20.0,1.0,17.0,1
47054,43164,Anil Banakar,24.0,16.0,1.0,18.0,1
47055,43165,Asha Desai,50.0,13.0,1.0,2.0,2
47056,43166,Anil Gowda,57.0,10.0,,4.0,1
47057,43167,Hanumantha Patil,39.0,15.0,1.0,45.0,1
47058,43168,Naveen Naik,33.0,,,27.0,1
47059,43169,Geetha Rao,39.0,16.0,1.0,,2
47060,43170,Prakash Biradar,,,1.0,,1
47061,43171,Wilson D'Souza,45.0,25.0,1.0,46.0,1
47062,43172,Kiran Angadi,41.0,15.0,1.0,38.0,1
47063,43173,Girish Biradar,39.0,25.0,,28.0,1
47064,43174,Syed Sheikh,46.0,17.0,2.0,,1
47065,43175,Prakash Angadi,52.0,1.0,,54.0,1
47066,43176,Srinivas Nayaka,,3.0,1.0,37.0,1
47067,43177,Manjula Pai,27.0,16.0,,13.0,2
47068,43178,Vijay Kumar,54.0,22.0,1.0,,1
47069,43179,Savitha Angadi,40.0,17.0,1.0,9.0,2
47070,43180,Sunitha Patil,32.0,5.0,1.0,,2
47071,43181,Abdul Kulkarni,47.0,19.0,,,1
47072,43182,Umesh Kulkarni,,7.0,1.0,8.0,1
47073,43183,Irfan Hegde,18.0,9.0,1.0,,1
47074,43183,Lokesh Khan,27.0,24.0,1.0,,1
47075,43184,Mary Angadi,37.0,,1.0,,2
47076,43184,Mohammed D'Souza,49.0,13.0,1.0,16.0,1
47077,43185,Syed Desai,48.0,11.0,1.0,56.0,1
47078,43186,Chetan Kulkarni,45.0,14.0,1.0,44.0,1
47079,43187,Chetan Kumar,50.0,21.0,1.0,3.0,1
47080,43188,Vijay Achari,30.0,3.0,3.0,7.0,1
47081,43189,Pallavi Murthy,29.0,,1.0,54.0,2
47082,43190,Girish Pai,52.0,22.0,1.0,,1
47083,43191,Dinesh Swamy,27.0,14.0,1.0,7.0,1
47084,43192,Geetha Gowda,39.0,8.0,1.0,39.0,2
47085,43193,Kavitha Bhat,45.0,15.0,1.0,2.0,2
47086,43194,Shobha Naik,28.0,3.0,,,2
47087,43195,Venkatesh Kumar,30.0,18.0,,24.0,1
47088,43196,Pushpa Poojari,50.0,15.0,2.0,,2
47089,43196,Srinivas Rao,47.0,11.0,1.0,27.0,1
47090,43196,Praveen Naik,28.0,,1.0,43.0,1
47091,43197,Abdul Poojari,33.0,16.0,,3.0,1
47092,43198,Anthony Biradar,31.0,24.0,1.0,,1
47093,43199,Irfan Kulkarni,42.0,10.0,1.0,55.0,1
47094,43200,Mary Naik,26.0,19.0,1.0,27.0,2
47095,43201,Anthony Swamy,23.0,,,45.0,1
47096,43202,Harish Khan,48.0,22.0,1.0,53.0,1
47097,43203,Srinivas Patil,51.0,,,46.0,1
47098,43204,Srinivas Kumar,47.0,,,,1
47099,43205,Anil Banakar,23.0,3.0,1.0,5.0,1
47100,43206,Kiran Reddy,35.0,,1.0,39.0,1
47101,43207,Mahesh Angadi,30.0,11.0,1.0,,1
47102,43207,Abdul Banakar,,2.0,1.0,44.0,1
47103,43208,Suma Bhat,56.0,7.0,2.0,51.0,2
47104,43209,Chetan Reddy,39.0,,1.0,,1
47105,43209,Hanumantha Fernandes,31.0,18.0,1.0,,1
47106,43210,Shobha Kumar,32.0,13.0,1.0,15.0,2
47107,43211,Anthony Banakar,19.0,22.0,1.0,46.0,1
47108,43212,Kavitha Pai,33.0,3.0,1.0,7.0,2
47109,43212,Anthony Sheikh,43.0,,2.0,,1
47110,43212,Shivakumar Pai,,,2.0,,1
47111,43213,Abdul D'Souza,25.0,12.0,2.0,55.0,1
47112,43214,Srinivas Kulkarni,29.0,5.0,1.0,53.0,1
47113,43215,Sunitha Pai,37.0,,,33.0,2
47114,43216,Joseph Swamy,24.0,7.0,1.0,16.0,1
47115,43217,Praveen Banakar,58.0,1.0,1.0,,1
47116,43218,Naveen Reddy,25.0,1.0,1.0,,1
47117,43219,Suresh Reddy,40.0,,1.0,30.0,1
47118,43220,Girish Gowda,19.0,24.0,1.0,21.0,1
47119,43221,Praveen Poojari,53.0,23.0,1.0,,1
47120,43222,Shobha Nayaka,37.0,22.0,1.0,56.0,2
47121,43222,Geetha Fernandes,18.0,24.0,1.0,,2
47122,43223,Chetan Desai,18.0,7.0,,,1
47123,43224,Bhagya Bhat,34.0,1.0,1.0,31.0,2
47124,43225,Pallavi Sheikh,,2.0,1.0,50.0,2
47125,43226,Dinesh Fernandes,53.0,13.0,1.0,,1
47126,43227,Ayesha D'Souza,41.0,13.0,1.0,50.0,2
47127,43228,Venkatesh Kumar,47.0,5.0,1.0,15.0,1
47128,43229,Hanumantha Kulkarni,24.0,6.0,1.0,19.0,1
47129,43230,Vijay Rao,33.0,12.0,1.0,41.0,1
47130,43230,Syed Gowda,27.0,15.0,1.0,4.0,1
47131,43231,Nagaraj Patil,40.0,3.0,1.0,,1
47132,43232,Savitha Khan,40.0,,2.0,12.0,2
47133,43233,Pushpa Kumar,,21.0,1.0,,2
47134,43234,Prakash Reddy,46.0,11.0,,18.0,1
47135,43235,Ramesh Bhat,31.0,14.0,3.0,45.0,1
47136,43236,Prakash Poojari,40.0,,2.0,46.0,1
47137,43237,Dinesh Khan,52.0,7.0,,1.0,1
47138,43238,Hanumantha Nayaka,34.0,7.0,1.0,17.0,1
47139,43239,Naveen Achari,,,1.0,42.0,1
47140,43240,Dinesh Naik,23.0,16.0,1.0,22.0,1
47141,43241,Shobha Achari,56.0,21.0,2.0,44.0,2
47142,43242,Chetan Fernandes,42.0,23.0,1.0,27.0,1
47143,43243,Abdul Pai,22.0,12.0,,50.0,1
47144,43244,Mary D'Souza,37.0,,1.0,38.0,2
47145,43245,Joseph Murthy,22.0,14.0,1.0,6.0,1
47146,43246,Vijay Swamy,,14.0,1.0,35.0,1
47147,43247,Abdul Poojari,53.0,3.0,1.0,,1
47148,43248,Pallavi Sheikh,18.0,23.0,1.0,43.0,2
47149,43249,Basavaraj Murthy,34.0,9.0,1.0,,1
47150,43250,Naveen Poojari,,13.0,2.0,37.0,1
47151,43251,Suresh Hegde,37.0,16.0,,,1
47152,43251,Anthony Rao,44.0,1.0,,36.0,1
47153,43252,Suresh Nayaka,32.0,6.0,,,1
47154,43253,Divya Sheikh,49.0,15.0,,58.0,2
47155,43254,Shivakumar Kulkarni,25.0,,2.0,60.0,1
47156,43255,Kiran Desai,31.0,24.0,1.0,,1
47157,43256,Savitha Fernandes,49.0,,3.0,,2
47158,43257,Santosh Hegde,32.0,17.0,1.0,56.0,1
47159,43258,Rekha Gowda,,22.0,1.0,,2
47160,43259,Shivakumar Poojari,44.0,22.0,1.0,,1
47161,43260,Radha Achari,46.0,,1.0,,2
47162,43261,Vijay Banakar,30.0,8.0,1.0,10.0,1
47163,43262,Nagamma Sheikh,36.0,9.0,1.0,,2
47164,43263,Shivakumar Patil,34.0,18.0,,,1
47165,43264,Girish Rao,37.0,2.0,,18.0,1
47166,43265,Abdul Patil,58.0,24.0,,30.0,1
47167,43266,Abdul Shetty,33.0,2.0,1.0,30.0,1
47168,43267,Hanumantha Desai,50.0,,,35.0,1
47169,43268,Naveen Fernandes,18.0,,,,1
47170,43269,Abdul Naik,47.0,15.0,1.0,,1
47171,43270,Raghavendra Shetty,36.0,22.0,2.0,35.0,1
47172,43271,Girish Kulkarni,18.0,4.0,,23.0,1
47173,43272,Raghavendra Sheikh,,1.0,1.0,43.0,1
47174,43273,Pushpa Khan,38.0,16.0,,38.0,2
47175,43274,Anitha Murthy,42.0,9.0,2.0,60.0,2
47176,43275,Lokesh Swamy,29.0,,1.0,,1
47177,43276,Girish Patil,36.0,12.0,1.0,23.0,1
47178,43277,Santosh Banakar,41.0,12.0,,29.0,1
47179,43278,Manjula Fernandes,28.0,9.0,1.0,24.0,2
47180,43279,Savitha Bhat,41.0,8.0,1.0,,2
47181,43280,Ayesha Kulkarni,42.0,12.0,1.0,26.0,2
47182,43281,Pallavi Biradar,63.0,23.0,1.0,25.0,2
47183,43282,Manjula Kulkarni,38.0,5.0,1.0,38.0,2
47184,43283,Nagaraj Kumar,48.0,12.0,,52.0,1
47185,43283,Rekha Reddy,46.0,5.0,,9.0,2
47186,43284,Wilson Murthy,37.0,24.0,,,1
47187,43284,Joseph Biradar,30.0,19.0,,,1
47188,43285,Vijay Reddy,46.0,17.0,1.0,,1
47189,43286,Shivakumar Kulkarni,26.0,20.0,1.0,25.0,1
47190,43287,Imran Shetty,56.0,24.0,1.0,48.0,1
47191,43288,Raghavendra Reddy,44.0,17.0,1.0,30.0,1
47192,43288,Srinivas Angadi,38.0,19.0,1.0,46.0,1
47193,43289,Dinesh Reddy,32.0,10.0,,,1
47194,43290,Imran Bhat,49.0,15.0,1.0,10.0,1
47195,43291,Kiran Bhat,38.0,23.0,1.0,,1
47196,43292,Imran Nayaka,39.0,7.0,1.0,,1
47197,43293,Asha Poojari,55.0,20.0,1.0,33.0,2
47198,43294,Manjunath Patil,27.0,3.0,5.0,31.0,1
47199,43295,Shivakumar Shetty,38.0,9.0,1.0,18.0,1
47200,43296,Manjunath Naik,52.0,1.0,1.0,,1
47201,43296,Shivakumar Shetty,18.0,14.0,1.0,30.0,1
47202,43297,Deepa D'Souza,47.0,16.0,,31.0,2
47203,43298,Manjula Hegde,57.0,19.0,4.0,46.0,2
47204,43298,Bhagya Sheikh,18.0,18.0,,21.0,2
47205,43298,Lokesh Desai,18.0,,2.0,33.0,1
47206,43299,Raghavendra D'Souza,34.0,,1.0,,1
47207,43300,Selvi Reddy,26.0,9.0,1.0,58.0,2
47208,43301,Ramesh Rao,46.0,11.0,1.0,50.0,1
47209,43302,Shobha Nayaka,30.0,13.0,1.0,48.0,2
47210,43303,Lokesh Murthy,34.0,14.0,1.0,51.0,1
47211,43304,Syed Poojari,33.0,15.0,1.0,60.0,1
47212,43304,Anil Banakar,36.0,18.0,2.0,,1
47213,43304,Girish Fernandes,43.0,9.0,1.0,20.0,1
47214,43305,Manjula Murthy,50.0,13.0,,,2
47215,43306,Girish Kulkarni,33.0,13.0,1.0,13.0,1
47216,43307,Hanumantha Hegde,43.0,21.0,,52.0,1
47217,43307,Syed Murthy,45.0,25.0,1.0,,1
47218,43308,Shobha Poojari,30.0,14.0,1.0,,2
47219,43309,Hanumantha Gowda,,12.0,,,1
