VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
54343,47872,Nagamma Biradar,45.0,2,0
54344,47873,Vijay D'Souza,,1,0
54345,47874,Santosh Gowda,,1,0
54346,47875,Lakshmi Patil,16.0,2,0
54347,47876,Syed Patil,24.0,1,0
54348,47877,Geetha Biradar,47.0,2,0
54349,47878,Hanumantha Shetty,41.0,1,0
54350,47879,Unknown,,2,0
54351,47880,Savitha Sheikh,31.0,2,0
54352,47881,Syed Fernandes,57.0,1,0
54353,47882,Kavitha Shetty,43.0,2,0
54354,47883,Kiran Angadi,48.0,1,0
54355,47886,Joseph Hegde,33.0,1,0
54356,47887,Joseph Kulkarni,19.0,1,0
54357,47888,Geetha Pai,45.0,2,0
54358,47890,Bhagya Bhat,64.0,2,0
54359,47891,Unknown,10.0,2,0
54360,47892,Wilson Rao,46.0,1,0
54361,47893,Vijay Sheikh,15.0,1,0
54362,47893,Umesh Kumar,8.0,1,0
54363,47894,Imran Desai,15.0,1,0
54364,47895,Nagamma Achari,58.0,2,0
54365,47895,Venkatesh Khan,45.0,1,0
54366,47896,Fathima Murthy,25.0,2,0
54367,47898,Suma Naik,,2,0
54368,47899,Mohammed Biradar,24.0,1,0
54369,47900,Mohammed Hegde,31.0,1,0
54370,47900,Asha Banakar,51.0,2,0
54371,47901,Bhagya Kumar,14.0,2,0
54372,47902,Deepa Khan,12.0,2,0
54373,47904,Pushpa Kumar,30.0,2,0
54374,47906,Unknown,,1,0
54375,47907,Asha Angadi,40.0,2,0
54376,47908,Wilson Gowda,27.0,1,0
54377,47909,Radha Patil,20.0,2,0
54378,47909,Ramesh Naik,43.0,1,0
54379,47910,Manjunath Banakar,30.0,1,0
54380,47911,Santosh Patil,22.0,1,0
54381,47912,Praveen Pai,43.0,1,0
54382,47912,Pallavi Bhat,25.0,2,0
54383,47913,Joseph Swamy,40.0,1,0
54384,47913,Suresh D'Souza,38.0,1,0
54385,47914,Selvi Desai,18.0,2,0
54386,47915,Shivakumar Rao,39.0,1,0
54387,47915,Kiran Nayaka,53.0,1,0
54388,47916,Harish Rao,43.0,1,0
54389,47917,Hanumantha Sheikh,25.0,1,0
54390,47918,Divya Desai,33.0,2,0
54391,47918,Radha Patil,17.0,2,0
54392,47919,Lakshmi Hegde,24.0,2,0
54393,47921,Savitha D'Souza,5.0,2,0
54394,47922,Vijay Patil,10.0,1,0
54395,47923,Kavitha Banakar,52.0,2,0
54396,47924,Lokesh Pai,40.0,1,0
54397,47925,Deepa Murthy,23.0,2,0
54398,47926,Kiran Hegde,51.0,1,0
54399,47927,Kiran Naik,35.0,1,0
54400,47928,Suresh Angadi,21.0,1,0
54401,47929,Wilson D'Souza,22.0,1,0
54402,47929,Hanumantha Sheikh,38.0,1,0
54403,47930,Unknown,,1,0
54404,47931,Unknown,61.0,1,0
54405,47932,Nagaraj Pai,33.0,1,0
54406,47933,Abdul Fernandes,55.0,1,0
54407,47934,Mohammed Swamy,34.0,1,0
54408,47935,Irfan Murthy,63.0,1,0
54409,47935,Fathima Sheikh,,2,0
54410,47936,Venkatesh Desai,52.0,1,0
54411,47936,Bhagya Gowda,24.0,2,0
54412,47937,Unknown,18.0,1,0
54413,47938,Praveen Gowda,,1,0
54414,47939,Anthony Swamy,26.0,1,0
54415,47940,Santosh Angadi,37.0,1,0
54416,47941,Irfan Banakar,48.0,1,0
54417,47942,Irfan Pai,38.0,1,0
54418,47942,Wilson Fernandes,,1,0
54419,47943,Suresh Rao,48.0,1,0
54420,47944,Naveen Rao,53.0,1,0
54421,47945,Joseph Fernandes,39.0,1,0
54422,47946,Nagamma Rao,8.0,2,0
54423,47948,Srinivas Rao,29.0,1,0
54424,47949,Vijay Fernandes,23.0,1,0
54425,47950,Umesh Banakar,19.0,1,0
54426,47950,Imran Achari,24.0,1,0
54427,47951,Hanumantha Gowda,49.0,1,0
54428,47952,Anil Naik,5.0,1,0
54429,47952,Joseph Fernandes,48.0,1,0
54430,47953,Ramesh Swamy,30.0,1,0
54431,47954,Manjula Desai,13.0,2,0
54432,47955,Savitha Swamy,39.0,2,0
54433,47956,Vijay Khan,8.0,1,0
54434,47957,Joseph Achari,44.0,1,0
54435,47958,Naveen Achari,22.0,1,0
54436,47959,Basavaraj Shetty,28.0,1,0
54437,47960,Abdul Khan,30.0,1,0
54438,47961,Suresh Shetty,35.0,1,0
54439,47962,Asha Kumar,,2,0
54440,47963,Unknown,,1,0
54441,47965,Unknown,26.0,1,0
54442,47966,Joseph Murthy,27.0,1,0
54443,47966,Anthony Swamy,53.0,1,0
54444,47967,Unknown,29.0,2,0
54445,47968,Pallavi Fernandes,42.0,2,0
54446,47969,Lakshmi Fernandes,20.0,2,0
54447,47970,Anthony Poojari,38.0,1,0
54448,47971,Syed Khan,40.0,1,0
54449,47971,Sunitha Poojari,34.0,2,0
54450,47972,Nagamma Pai,41.0,2,0
54451,47973,Deepa Hegde,38.0,2,0
54452,47974,Joseph Reddy,13.0,1,0
54453,47975,Praveen Biradar,32.0,1,0
54454,47976,Syed Swamy,14.0,1,0
54455,47976,Divya Sheikh,55.0,2,0
54456,47977,Syed Khan,24.0,1,0
54457,47978,Ayesha Patil,63.0,2,0
54458,47979,Manjunath Banakar,16.0,1,0
54459,47980,Unknown,,2,0
54460,47981,Unknown,33.0,2,0
54461,47982,Divya Gowda,48.0,2,0
54462,47983,Anthony Naik,30.0,1,0
54463,47984,Shivakumar Desai,37.0,1,0
54464,47985,Umesh Shetty,41.0,1,0
54465,47985,Dinesh Murthy,34.0,1,0
54466,47986,Mohammed Rao,24.0,1,0
54467,47986,Kiran Patil,44.0,1,0
54468,47987,Anil Khan,18.0,1,0
54469,47988,Vijay Nayaka,37.0,1,0
54470,47989,Santosh Swamy,34.0,1,0
54471,47990,Ayesha Kumar,42.0,2,0
54472,47991,Ramesh Swamy,,1,0
54473,47992,Anitha Achari,41.0,2,0
54474,47993,Asha Nayaka,,2,0
54475,47994,Anil Banakar,41.0,1,0
54476,47995,Pushpa Kulkarni,46.0,2,0
54477,47996,Geetha Pai,31.0,2,0
54478,47997,Wilson Achari,,1,0
54479,47997,Anthony Kumar,30.0,1,1
54480,47998,Pallavi Murthy,35.0,2,0
54481,47999,Wilson Nayaka,35.0,1,0
54482,47999,Anthony Sheikh,48.0,1,0
54483,48000,Asha Angadi,27.0,2,0
54484,48002,Mohammed Pai,33.0,1,0
54485,48003,Basavaraj Murthy,34.0,1,0
54486,48004,Radha Nayaka,,2,0
54487,48004,Mary Naik,31.0,2,0
54488,48005,Vijay Kumar,34.0,1,0
54489,48006,Anitha Murthy,,2,0
54490,48006,Mary Banakar,24.0,2,0
54491,48007,Fathima Hegde,19.0,2,0
54492,48008,Shivakumar Kulkarni,6.0,1,0
54493,48009,Imran Desai,4.0,1,0
54494,48010,Radha Pai,41.0,2,0
54495,48011,Radha Kumar,46.0,2,0
54496,48012,Lokesh Poojari,23.0,1,0
54497,48013,Bhagya Hegde,,2,0
54498,48013,Rekha Shetty,,2,0
54499,48014,Pushpa Biradar,26.0,2,0
54500,48015,Chetan Banakar,49.0,1,0
54501,48016,Kiran Swamy,18.0,1,0
54502,48017,Srinivas Bhat,51.0,1,0
54503,48018,Naveen Biradar,52.0,1,0
54504,48019,Shivakumar Naik,34.0,1,0
54505,48019,Venkatesh Naik,27.0,1,0
54506,48020,Chetan Rao,19.0,1,0
54507,48021,Anthony Kumar,20.0,1,0
54508,48022,Anil Reddy,45.0,1,0
54509,48023,Naveen D'Souza,45.0,1,0
54510,48024,Venkatesh Desai,30.0,1,0
54511,48025,Dinesh Naik,5.0,1,0
54512,48026,Anil Khan,38.0,1,0
54513,48027,Fathima Achari,5.0,2,0
54514,48028,Anthony Fernandes,24.0,1,0
54515,48028,Suresh Gowda,33.0,1,0
54516,48029,Mary Khan,,2,0
54517,48029,Ayesha Swamy,32.0,2,0
54518,48030,Dinesh Desai,22.0,1,0
54519,48031,Nagaraj Swamy,57.0,1,0
54520,48032,Girish Bhat,,1,0
54521,48032,Deepa Murthy,39.0,2,0
54522,48033,Venkatesh Patil,34.0,1,0
54523,48034,Radha Desai,39.0,2,0
54524,48035,Chetan Bhat,43.0,1,0
54525,48036,Suma Bhat,40.0,2,0
54526,48037,Ramesh Shetty,44.0,1,0
54527,48038,Joseph Gowda,40.0,1,0
54528,48039,Basavaraj Bhat,47.0,1,0
54529,48040,Prakash Khan,,1,0
54530,48040,Wilson Pai,17.0,1,0
54531,48041,Ayesha Bhat,26.0,2,0
54532,48042,Nagamma Kulkarni,33.0,2,0
54533,48043,Nagamma Bhat,18.0,2,0
54534,48044,Unknown,53.0,2,0
54535,48045,Venkatesh Nayaka,,1,0
54536,48046,Ayesha Biradar,27.0,2,0
54537,48047,Unknown,27.0,1,0
54538,48048,Unknown,,2,0
54539,48049,Srinivas Kulkarni,49.0,1,0
54540,48049,Kavitha Angadi,23.0,2,0
54541,48050,Ramesh Achari,,1,0
54542,48051,Imran Sheikh,44.0,1,0
54543,48052,Anthony Banakar,40.0,1,0
54544,48053,Lakshmi Hegde,7.0,2,0
54545,48053,Dinesh Banakar,24.0,1,0
54546,48054,Asha Angadi,45.0,2,0
54547,48056,Asha D'Souza,17.0,2,1
54548,48057,Imran Reddy,41.0,1,0
54549,48058,Naveen Khan,57.0,1,0
54550,48060,Joseph Fernandes,48.0,1,0
54551,48061,Venkatesh Bhat,14.0,1,0
54552,48063,Mahesh Sheikh,39.0,1,0
54553,48064,Chetan Bhat,40.0,1,0
54554,48065,Praveen Banakar,15.0,1,0
54555,48066,Praveen Murthy,43.0,1,0
54556,48067,Prakash Fernandes,40.0,1,0
54557,48068,Basavaraj Murthy,42.0,1,0
54558,48069,Abdul Rao,22.0,1,0
54559,48070,Wilson D'Souza,52.0,1,0
54560,48071,Harish Nayaka,20.0,1,0
54561,48072,Srinivas Desai,,1,0
54562,48073,Santosh Poojari,21.0,1,0
54563,48074,Girish D'Souza,32.0,1,0
54564,48075,Prakash Achari,,1,0
54565,48076,Manjula Khan,14.0,2,0
54566,48077,Prakash Pai,,1,0
54567,48077,Abdul Desai,26.0,1,0
54568,48078,Savitha Khan,30.0,2,0
54569,48079,Unknown,,2,0
54570,48080,Chetan Fernandes,43.0,1,0
54571,48081,Manjula Desai,11.0,2,0
54572,48082,Joseph Achari,30.0,1,0
54573,48082,Anthony Poojari,17.0,1,0
54574,48083,Prakash Fernandes,36.0,1,0
54575,48084,Geetha Pai,40.0,2,0
54576,48084,Mohammed Hegde,30.0,1,0
54577,48085,Pallavi Achari,39.0,2,0
54578,48086,Suma Banakar,36.0,2,0
54579,48087,Imran Khan,42.0,1,0
54580,48088,Unknown,,1,0
54581,48089,Fathima Naik,22.0,2,0
54582,48090,Chetan Hegde,16.0,1,0
54583,48090,Basavaraj Biradar,6.0,1,0
54584,48091,Ramesh Swamy,62.0,1,0
54585,48092,Bhagya Achari,,2,0
54586,48093,Vijay Naik,15.0,1,0
54587,48093,Santosh Bhat,46.0,1,0
54588,48094,Umesh Naik,,1,0
54589,48095,Chetan Rao,45.0,1,0
54590,48096,Basavaraj Angadi,52.0,1,0
54591,48097,Harish Patil,35.0,1,0
54592,48098,Wilson Murthy,13.0,1,0
54593,48099,Wilson Desai,20.0,1,0
54594,48100,Rekha Fernandes,55.0,2,0
54595,48101,Anitha Hegde,10.0,2,0
54596,48101,Mary Khan,38.0,2,0
54597,48102,Suresh Reddy,14.0,1,0
54598,48102,Imran Shetty,6.0,1,0
54599,48104,Naveen Naik,34.0,1,0
54600,48104,Girish Bhat,39.0,1,0
54601,48105,Srinivas Shetty,46.0,1,0
54602,48106,Abdul Rao,37.0,1,0
54603,48107,Basavaraj Murthy,5.0,1,0
54604,48108,Savitha Rao,16.0,2,0
54605,48109,Srinivas Rao,38.0,1,0
54606,48110,Sunitha Khan,37.0,2,0
54607,48111,Wilson Shetty,39.0,1,0
54608,48113,Pallavi Naik,36.0,2,0
54609,48114,Fathima Naik,23.0,2,0
54610,48114,Pushpa Rao,31.0,2,0
54611,48115,Umesh Gowda,39.0,1,0
54612,48116,Bhagya Bhat,41.0,2,0
54613,48117,Irfan Nayaka,31.0,1,0
54614,48118,Shivakumar Fernandes,16.0,1,0
54615,48118,Lokesh Poojari,19.0,1,0
54616,48119,Unknown,32.0,2,0
54617,48120,Geetha Fernandes,35.0,2,0
54618,48121,Geetha Patil,40.0,2,0
54619,48122,Harish Hegde,16.0,1,0
54620,48123,Radha Fernandes,24.0,2,0
54621,48124,Santosh Sheikh,45.0,1,0
54622,48124,Harish Shetty,53.0,1,0
54623,48125,Kavitha Swamy,4.0,2,0
54624,48126,Fathima Sheikh,5.0,2,0
54625,48128,Wilson Swamy,56.0,1,0
54626,48128,Anil Patil,,1,0
54627,48129,Mohammed Fernandes,16.0,1,0
54628,48130,Rekha Shetty,19.0,2,0
54629,48132,Deepa Khan,33.0,2,0
54630,48134,Unknown,34.0,2,0
54631,48135,Lakshmi Rao,48.0,2,0
54632,48136,Pallavi Gowda,13.0,2,0
54633,48137,Lokesh Bhat,23.0,1,0
54634,48138,Joseph Biradar,31.0,1,0
54635,48138,Bhagya Murthy,29.0,2,0
54636,48140,Fathima Hegde,10.0,2,0
54637,48141,Lakshmi Gowda,,2,0
54638,48142,Mahesh Patil,42.0,1,0
54639,48143,Shobha Biradar,50.0,2,0
54640,48144,Nagamma Achari,50.0,2,0
54641,48145,Imran Reddy,,1,0
54642,48146,Praveen Poojari,27.0,1,0
54643,48147,Pushpa Murthy,41.0,2,0
54644,48148,Umesh Desai,36.0,1,0
54645,48149,Joseph Pai,17.0,1,0
54646,48150,Manjunath D'Souza,43.0,1,0
54647,48151,Praveen Naik,57.0,1,0
54648,48152,Anil Patil,9.0,1,0
54649,48153,Nagaraj Murthy,,1,0
54650,48154,Lakshmi Shetty,46.0,2,0
54651,48155,Lokesh Gowda,45.0,1,0
54652,48156,Mary Khan,51.0,2,0
54653,48157,Shobha Khan,12.0,2,0
54654,48158,Lokesh Murthy,41.0,1,0
54655,48159,Unknown,43.0,1,0
54656,48160,Nagaraj Pai,60.0,1,0
54657,48161,Irfan Pai,47.0,1,0
54658,48162,Venkatesh Swamy,21.0,1,0
54659,48163,Srinivas Angadi,45.0,1,0
54660,48163,Abdul Poojari,24.0,1,0
54661,48164,Divya Desai,,2,0
54662,48166,Srinivas Naik,24.0,1,0
54663,48167,Selvi Sheikh,38.0,2,0
54664,48168,Fathima Pai,17.0,2,0
54665,48169,Suresh Poojari,48.0,1,0
54666,48170,Selvi Desai,50.0,2,0
54667,48171,Anil Kumar,14.0,1,0
54668,48172,Unknown,4.0,1,0
54669,48173,Basavaraj Biradar,45.0,1,0
54670,48174,Abdul Kumar,37.0,1,0
54671,48175,Naveen Bhat,17.0,1,0
54672,48175,Imran Naik,43.0,1,0
54673,48176,Unknown,26.0,1,0
54674,48177,Chetan Banakar,42.0,1,0
54675,48178,Srinivas Naik,31.0,1,0
54676,48178,Joseph Achari,30.0,1,0
54677,48179,Raghavendra D'Souza,48.0,1,0
54678,48180,Abdul Shetty,8.0,1,0
54679,48181,Dinesh Rao,38.0,1,0
54680,48181,Srinivas Poojari,,1,0
54681,48182,Venkatesh Gowda,45.0,1,0
54682,48183,Hanumantha Naik,10.0,1,0
54683,48184,Pushpa Achari,29.0,2,0
54684,48185,Unknown,,2,0
54685,48186,Anil Murthy,26.0,1,0
54686,48188,Hanumantha Murthy,39.0,1,0
54687,48189,Pallavi Naik,6.0,2,0
54688,48189,Santosh Gowda,35.0,1,0
54689,48190,Nagaraj Pai,23.0,1,0
54690,48190,Lokesh Shetty,60.0,1,0
54691,48191,Shobha Patil,38.0,2,0
54692,48192,Lakshmi Patil,26.0,2,0
54693,48193,Divya Desai,37.0,2,0
54694,48194,Basavaraj Kumar,,1,0
54695,48194,Selvi Fernandes,39.0,2,0
54696,48195,Fathima Biradar,27.0,2,0
54697,48196,Divya Shetty,47.0,2,0
54698,48197,Bhagya Murthy,25.0,2,0
54699,48198,Raghavendra Gowda,46.0,1,0
54700,48199,Sunitha Gowda,37.0,2,0
54701,48200,Unknown,30.0,2,0
54702,48201,Manjula Shetty,33.0,2,0
54703,48202,Praveen Kumar,9.0,1,0
54704,48203,Manjula Kulkarni,10.0,2,0
54705,48204,Mahesh Hegde,36.0,1,0
54706,48205,Raghavendra Hegde,5.0,1,0
54707,48206,Rekha Pai,38.0,2,0
54708,48207,Savitha Swamy,,2,0
54709,48208,Radha Biradar,43.0,2,0
54710,48209,Mahesh D'Souza,39.0,1,0
54711,48210,Selvi Reddy,62.0,2,0
54712,48211,Lokesh Kumar,43.0,1,0
54713,48211,Basavaraj Rao,57.0,1,0
54714,48212,Prakash Angadi,50.0,1,0
54715,48213,Geetha Bhat,14.0,2,0
54716,48214,Anthony Biradar,55.0,1,0
54717,48215,Lakshmi D'Souza,,2,0
54718,48216,Syed Bhat,34.0,1,0
54719,48217,Santosh Fernandes,37.0,1,0
54720,48218,Nagamma Nayaka,31.0,2,0
54721,48219,Umesh Fernandes,52.0,1,1
54722,48220,Nagamma Murthy,33.0,2,0
54723,48221,Mary Poojari,5.0,2,0
54724,48221,Chetan Swamy,,1,0
54725,48222,Lokesh Kumar,37.0,1,0
54726,48223,Wilson Shetty,,1,0
54727,48224,Chetan Shetty,,1,0
54728,48225,Mohammed Shetty,40.0,1,0
54729,48226,Raghavendra Nayaka,22.0,1,0
54730,48227,Anil Nayaka,39.0,1,0
54731,48228,Suresh Reddy,19.0,1,0
54732,48229,Ramesh Murthy,,1,0
54733,48230,Ramesh Poojari,27.0,1,0
54734,48231,Venkatesh Sheikh,8.0,1,0
54735,48232,Radha Shetty,53.0,2,0
54736,48233,Abdul Reddy,21.0,1,0
54737,48234,Suresh Achari,42.0,1,0
54738,48234,Umesh Rao,41.0,1,0
54739,48235,Selvi Banakar,16.0,2,0
54740,48235,Mary Angadi,6.0,2,0
54741,48236,Irfan Bhat,4.0,1,0
54742,48237,Unknown,,1,0
54743,48238,Srinivas Poojari,26.0,1,1
54744,48239,Srinivas Sheikh,25.0,1,0
54745,48240,Harish Naik,32.0,1,0
54746,48241,Hanumantha Sheikh,,1,0
54747,48241,Syed Pai,22.0,1,0
54748,48242,Suma Banakar,29.0,2,0
54749,48243,Divya Sheikh,,2,0
54750,48244,Imran Fernandes,15.0,1,0
54751,48244,Divya Pai,16.0,2,0
54752,48245,Suresh Angadi,19.0,1,0
54753,48246,Geetha Kumar,21.0,2,0
54754,48246,Suresh Kulkarni,11.0,1,0
54755,48247,Venkatesh Rao,23.0,1,0
54756,48248,Chetan Patil,18.0,1,0
54757,48249,Ayesha Sheikh,34.0,2,0
54758,48250,Nagamma Reddy,,2,0
54759,48251,Venkatesh Naik,29.0,1,0
54760,48252,Rekha Kumar,26.0,2,0
54761,48253,Unknown,37.0,2,0
54762,48254,Asha Patil,37.0,2,0
54763,48255,Basavaraj Hegde,49.0,1,0
54764,48255,Syed Gowda,30.0,1,0
54765,48256,Syed Achari,57.0,1,0
54766,48257,Basavaraj Banakar,30.0,1,0
54767,48258,Unknown,,2,0
54768,48259,Nagaraj Achari,42.0,1,0
54769,48260,Ayesha Kumar,24.0,2,0
54770,48260,Mary Khan,40.0,2,0
54771,48261,Unknown,30.0,1,0
54772,48262,Praveen Sheikh,31.0,1,0
54773,48263,Lakshmi Hegde,19.0,2,0
54774,48263,Anthony Nayaka,26.0,1,0
54775,48264,Girish Rao,12.0,1,0
54776,48265,Prakash Poojari,38.0,1,0
54777,48267,Selvi Reddy,25.0,2,0
54778,48267,Mary Bhat,37.0,2,0
54779,48268,Mohammed Murthy,25.0,1,0
54780,48269,Syed Fernandes,45.0,1,0
54781,48270,Venkatesh Khan,36.0,1,0
54782,48271,Suresh Murthy,6.0,1,0
54783,48272,Ramesh D'Souza,47.0,1,0
54784,48273,Abdul Angadi,44.0,1,0
54785,48274,Vijay Khan,35.0,1,0
54786,48275,Anitha Murthy,29.0,2,0
54787,48276,Hanumantha Nayaka,16.0,1,0
54788,48277,Harish Murthy,22.0,1,0
54789,48278,Ramesh Pai,50.0,1,0
54790,48279,Imran Khan,25.0,1,0
54791,48280,Lakshmi Banakar,30.0,2,0
54792,48281,Divya Nayaka,,2,0
54793,48283,Hanumantha Banakar,35.0,1,0
54794,48284,Suma Naik,28.0,2,0
54795,48285,Chetan Murthy,43.0,1,0
54796,48287,Pushpa Bhat,,2,0
54797,48288,Ramesh Banakar,58.0,1,0
54798,48289,Joseph Achari,33.0,1,0
54799,48290,Unknown,21.0,1,0
54800,48291,Imran Naik,,1,0
54801,48292,Sunitha Naik,34.0,2,1
54802,48293,Anthony Khan,56.0,1,0
54803,48293,Ayesha Naik,24.0,2,0
54804,48294,Anil Gowda,50.0,1,0
54805,48294,Suma Shetty,24.0,2,0
54806,48295,Dinesh Desai,,1,0
54807,48296,Irfan Reddy,28.0,1,0
54808,48297,Manjula Banakar,23.0,2,0
54809,48297,Srinivas Nayaka,29.0,1,0
54810,48298,Suresh Desai,42.0,1,0
54811,48299,Anthony Shetty,37.0,1,0
54812,48300,Umesh Kulkarni,24.0,1,0
54813,48301,Umesh Fernandes,44.0,1,0
54814,48302,Lakshmi Gowda,22.0,2,0
54815,48303,Unknown,,2,0
54816,48304,Sunitha Biradar,19.0,2,0
54817,48305,Pushpa Murthy,44.0,2,0
54818,48306,Joseph Shetty,50.0,1,0
54819,48307,Basavaraj Hegde,30.0,1,0
54820,48307,Girish Khan,21.0,1,0
54821,48308,Venkatesh Achari,30.0,1,0
54822,48308,Suresh Khan,25.0,1,0
54823,48309,Anil Hegde,21.0,1,0
54824,48310,Srinivas Bhat,12.0,1,0
54825,48311,Sunitha Naik,57.0,2,0
54826,48312,Ramesh Kulkarni,21.0,1,0
54827,48312,Shivakumar Fernandes,21.0,1,0
54828,48313,Venkatesh Naik,13.0,1,0
54829,48313,Anthony Patil,33.0,1,0
54830,48313,Venkatesh Bhat,40.0,1,0
54831,48316,Ramesh Naik,28.0,1,0
54832,48317,Abdul Khan,7.0,1,0
54833,48318,Manjula Naik,29.0,2,0
54834,48318,Umesh Rao,30.0,1,0
54835,48319,Mary Poojari,28.0,2,0
54836,48320,Anitha Kumar,36.0,2,1
54837,48321,Umesh Poojari,53.0,1,0
54838,48322,Anil Gowda,27.0,1,0
54839,48323,Basavaraj Nayaka,42.0,1,0
54840,48324,Joseph Patil,41.0,1,0
54841,48325,Pallavi Pai,40.0,2,0
54842,48326,Imran Shetty,18.0,1,0
54843,48327,Savitha Desai,33.0,2,0
54844,48328,Anthony Bhat,,1,0
54845,48329,Mohammed Achari,29.0,1,0
54846,48329,Dinesh Naik,49.0,1,0
54847,48330,Kavitha Fernandes,31.0,2,0
54848,48331,Suma Hegde,,2,0
54849,48332,Ramesh Pai,,1,0
54850,48333,Syed Poojari,6.0,1,0
54851,48334,Irfan Patil,21.0,1,0
54852,48335,Selvi D'Souza,24.0,2,0
54853,48335,Bhagya Angadi,35.0,2,0
54854,48336,Selvi Kulkarni,5.0,2,0
54855,48337,Harish Pai,27.0,1,0
54856,48338,Lokesh Fernandes,,1,0
54857,48339,Pushpa Nayaka,50.0,2,0
54858,48341,Dinesh D'Souza,14.0,1,0
54859,48341,Bhagya Kumar,23.0,2,0
54860,48342,Joseph Reddy,42.0,1,0
54861,48343,Dinesh Rao,46.0,1,0
54862,48344,Asha Khan,21.0,2,0
54863,48345,Pallavi Gowda,50.0,2,0
54864,48346,Kavitha Fernandes,,2,0
54865,48347,Unknown,,2,0
54866,48348,Raghavendra Fernandes,50.0,1,0
54867,48348,Girish Rao,46.0,1,0
54868,48349,Anitha Kulkarni,31.0,2,0
54869,48350,Santosh Angadi,26.0,1,0
54870,48351,Rekha Swamy,55.0,2,0
54871,48352,Joseph Fernandes,24.0,1,0
54872,48352,Vijay D'Souza,23.0,1,0
54873,48353,Anil Poojari,21.0,1,0
54874,48354,Bhagya Swamy,59.0,2,0
54875,48355,Santosh Desai,13.0,1,0
54876,48356,Santosh Rao,41.0,1,0
54877,48357,Unknown,,2,0
54878,48358,Dinesh Achari,24.0,1,0
54879,48359,Deepa Pai,35.0,2,0
54880,48360,Girish Angadi,46.0,1,0
54881,48360,Girish Naik,39.0,1,0
54882,48361,Selvi Angadi,57.0,2,0
54883,48362,Savitha Khan,30.0,2,0
54884,48363,Pushpa Sheikh,33.0,2,0
54885,48364,Shivakumar Banakar,16.0,1,0
54886,48366,Prakash Poojari,,1,0
54887,48367,Kavitha Patil,8.0,2,0
54888,48368,Divya Hegde,37.0,2,0
54889,48369,Harish Swamy,20.0,1,0
54890,48370,Radha Naik,33.0,2,0
54891,48371,Mahesh Naik,29.0,1,0
54892,48372,Praveen Angadi,43.0,1,0
54893,48373,Kavitha Naik,21.0,2,0
54894,48374,Abdul Patil,,1,0
54895,48375,Nagamma Shetty,34.0,2,0
54896,48376,Kavitha Khan,22.0,2,0
54897,48377,Radha Kulkarni,,2,0
54898,48379,Ayesha Kumar,,2,0
54899,48380,Praveen Biradar,30.0,1,0
54900,48381,Hanumantha Murthy,43.0,1,0
54901,48382,Dinesh Khan,49.0,1,0
54902,48383,Santosh Swamy,56.0,1,0
54903,48384,Suma Bhat,,2,0
54904,48385,Imran Fernandes,28.0,1,0
54905,48386,Fathima Kulkarni,34.0,2,0
54906,48388,Abdul Murthy,12.0,1,0
54907,48389,Sunitha Sheikh,33.0,2,0
54908,48389,Mohammed Swamy,,1,0
54909,48390,Joseph Nayaka,7.0,1,0
54910,48391,Sunitha Biradar,36.0,2,0
54911,48392,Mary Hegde,20.0,2,0
54912,48393,Anthony Kumar,33.0,1,0
54913,48394,Prakash Reddy,52.0,1,0
54914,48395,Ramesh Hegde,36.0,1,0
54915,48395,Deepa Gowda,29.0,2,0
54916,48396,Prakash Gowda,18.0,1,0
54917,48397,Geetha Sheikh,13.0,2,0
54918,48398,Unknown,63.0,1,0
54919,48399,Suresh Angadi,38.0,1,0
54920,48400,Savitha Rao,34.0,2,0
54921,48400,Raghavendra Nayaka,45.0,1,0
54922,48401,Vijay Angadi,38.0,1,0
54923,48401,Srinivas D'Souza,26.0,1,0
54924,48402,Mary Achari,40.0,2,0
54925,48402,Radha Murthy,5.0,2,0
54926,48403,Pushpa Banakar,36.0,2,0
54927,48404,Ayesha Nayaka,37.0,2,0
54928,48405,Basavaraj Naik,33.0,1,0
54929,48405,Vijay Shetty,17.0,1,0
54930,48406,Mahesh Reddy,21.0,1,0
54931,48407,Unknown,51.0,2,0
54932,48408,Abdul Poojari,31.0,1,0
54933,48410,Harish Angadi,29.0,1,0
54934,48411,Wilson Kumar,10.0,1,0
54935,48411,Girish Banakar,7.0,1,0
54936,48412,Suma Reddy,,2,0
54937,48412,Praveen Biradar,16.0,1,0
54938,48413,Geetha Shetty,13.0,2,0
54939,48413,Basavaraj Rao,50.0,1,0
54940,48415,Sunitha Poojari,26.0,2,0
54941,48416,Unknown,30.0,2,0
54942,48417,Lokesh Naik,42.0,1,0
54943,48418,Imran Patil,44.0,1,0
54944,48419,Unknown,,2,0
54945,48420,Srinivas Hegde,31.0,1,0
54946,48421,Wilson Khan,59.0,1,0
54947,48422,Wilson Shetty,48.0,1,0
54948,48422,Radha Poojari,10.0,2,0
54949,48423,Unknown,60.0,1,0
54950,48424,Shivakumar Rao,13.0,1,0
54951,48424,Kiran Achari,45.0,1,0
54952,48425,Mahesh Sheikh,,1,0
54953,48426,Deepa Hegde,36.0,2,0
54954,48427,Suma Nayaka,42.0,2,0
54955,48428,Dinesh Kumar,31.0,1,0
54956,48429,Prakash Kumar,38.0,1,0
54957,48430,Sunitha Achari,44.0,2,0
54958,48430,Vijay Banakar,40.0,1,0
54959,48432,Dinesh Banakar,33.0,1,0
54960,48435,Asha Rao,47.0,2,0
